job_id,state,district,domain,nsqf_job_role,qp_code,job_type_available,local_demand_signal,active_msme_cluster,estimated_monthly_income_lpa
JOB_70F7C697,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,24.0
JOB_EC4AE464,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Low,True,10.0
JOB_B2C8E8FC,Punjab,Nawanshahr,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Low,False,14.6
JOB_651884DB,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,High,False,16.6
JOB_88C1A951,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Low,False,8.3
JOB_5F3D1F22,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,Medium,True,19.5
JOB_49E2E424,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Daily Wage,High,True,23.3
JOB_CB7CE6A4,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,11.1
JOB_E355DE85,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,High,False,23.2
JOB_69E93D27,Punjab,Nawanshahr,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Low,False,23.5
JOB_D595F9B8,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,True,10.1
JOB_D2C605FD,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,True,9.9
JOB_B03E62E3,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,False,24.7
JOB_C3C7B1EF,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Daily Wage,High,False,22.9
JOB_3E03715A,Punjab,Nawanshahr,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,High,False,11.5
JOB_991AF713,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,False,23.0
JOB_8A3B537E,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Medium,False,17.9
JOB_9920F3ED,Punjab,Nawanshahr,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,True,19.9
JOB_AB1DCA47,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,High,True,23.2
JOB_05E62436,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,True,9.9
JOB_DE5CCAA8,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Low,True,24.7
JOB_1EE2245C,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Low,True,10.9
JOB_C2D937CB,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Low,False,16.7
JOB_44B4EA7B,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,False,8.0
JOB_9D14F4AA,Punjab,Nawanshahr,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,False,18.0
JOB_C5551255,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,True,15.2
JOB_3A397929,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,True,20.0
JOB_5339AEF9,Punjab,Nawanshahr,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Low,True,15.2
JOB_7738F2CC,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Low,False,22.1
JOB_E90DD0B3,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,False,11.8
JOB_7FF5ED07,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Medium,False,11.7
JOB_1AD5DA86,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,High,False,21.7
JOB_E06F08BE,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,True,14.3
JOB_A1D48F46,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,High,False,13.7
JOB_F72631D5,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,21.0
JOB_8D4B1FD5,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,True,16.0
JOB_01E52E0E,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,True,11.9
JOB_47AFEA47,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Low,True,20.1
JOB_7C8EC9F4,Punjab,Nawanshahr,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,17.1
JOB_0B4D2B9D,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,True,13.3
JOB_9BABCA11,Punjab,Nawanshahr,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,13.3
JOB_281748AF,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,False,20.3
JOB_BD8FE65F,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,14.3
JOB_840A0D1A,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,True,9.0
JOB_9B3CFDFA,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,False,22.5
JOB_22395C15,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,High,True,13.8
JOB_6A25AD9C,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Low,False,12.4
JOB_9576D90D,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,High,True,11.3
JOB_0A96FD6E,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,False,18.8
JOB_6EAAF309,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Low,False,19.6
JOB_7E11BEA5,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Daily Wage,Low,True,12.5
JOB_C1B87ED4,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,High,False,10.1
JOB_6BAE93E7,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,False,10.6
JOB_CB37D199,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,18.0
JOB_6FC39C55,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,High,True,11.9
JOB_96339F1F,Punjab,Nawanshahr,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,True,13.7
JOB_4CAC971C,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Low,True,9.0
JOB_A9C210CE,Punjab,Nawanshahr,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Medium,False,16.8
JOB_EFF292AA,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Low,False,15.1
JOB_3D790EB3,Punjab,Nawanshahr,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,True,18.2
JOB_B331DBA5,Punjab,Nawanshahr,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,True,10.7
JOB_6A007C27,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,18.3
JOB_4C43E796,Punjab,Nawanshahr,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,False,10.2
JOB_A92910E7,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Low,True,22.7
JOB_31B9257F,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,High,True,15.2
JOB_4B62CFB0,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Low,False,18.2
JOB_8282953E,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,12.5
JOB_40327D79,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,High,False,9.9
JOB_10E47AFD,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,True,12.0
JOB_31E21DFD,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Medium,True,15.7
JOB_99784C8D,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,True,12.0
JOB_86399AC9,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Low,False,22.3
JOB_E96FF68D,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,False,17.3
JOB_7F01526B,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,13.7
JOB_A901341E,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,High,False,8.5
JOB_0ABF939B,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Low,False,10.8
JOB_4438BD59,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,True,17.8
JOB_89B71682,Punjab,Nawanshahr,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,High,False,24.6
JOB_E2E84637,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,True,12.9
JOB_05A2ADF7,Punjab,Nawanshahr,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,False,15.6
JOB_A2361B49,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,Medium,False,15.8
JOB_05CF03F8,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,True,14.6
JOB_9FA5D958,Punjab,Nawanshahr,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,False,17.7
JOB_EC38A489,Punjab,Nawanshahr,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,14.6
JOB_48C50E6B,Punjab,Nawanshahr,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,18.0
JOB_A7F1F6F1,Punjab,Nawanshahr,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,High,True,10.6
JOB_DDA33378,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,False,22.4
JOB_FD3A50D7,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Medium,False,8.9
JOB_06B454F9,Punjab,Muktsar,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,False,20.9
JOB_34B7010C,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,17.3
JOB_9414B751,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,False,16.2
JOB_EB884E64,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,True,13.6
JOB_6755CDA2,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,High,True,8.7
JOB_47F9B2B0,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,10.0
JOB_219A1D06,Punjab,Muktsar,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,False,9.1
JOB_6F6FBF4C,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,False,14.4
JOB_A5DDDD48,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,False,19.2
JOB_C542A299,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Low,False,18.7
JOB_B68F7819,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,False,10.6
JOB_357DC386,Punjab,Muktsar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,High,True,12.1
JOB_6B2D9FD7,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,15.1
JOB_40169D25,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,High,False,18.0
JOB_FC1F820C,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,18.1
JOB_18665FD4,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,True,23.4
JOB_CE9A3104,Punjab,Muktsar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,False,14.8
JOB_5FB15EB8,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,High,True,23.8
JOB_749761D3,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Low,False,13.8
JOB_444F1A17,Punjab,Muktsar,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,High,False,16.5
JOB_2653193B,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Low,False,12.2
JOB_F6B1B6DF,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,High,True,21.8
JOB_83AF0102,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,False,21.6
JOB_F1F3C581,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Low,False,15.0
JOB_E54998AD,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,False,11.3
JOB_3165CE78,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,True,16.5
JOB_D302045D,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,High,True,18.3
JOB_F06E527C,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,False,12.5
JOB_133C82DE,Punjab,Muktsar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Low,True,12.4
JOB_3C1FB4D3,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,12.7
JOB_3181E160,Punjab,Muktsar,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Low,True,20.5
JOB_65772F1C,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Low,False,23.0
JOB_8CFC2C09,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Daily Wage,Low,True,16.1
JOB_E4202161,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,12.6
JOB_8ECD7764,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Low,False,20.9
JOB_778BEBF5,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,True,12.9
JOB_E712CDFB,Punjab,Muktsar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Low,True,14.0
JOB_21C37C9D,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,False,23.6
JOB_C634EC82,Punjab,Muktsar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Medium,False,19.2
JOB_4AD07AEF,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,False,9.4
JOB_563CF5FD,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Low,True,24.0
JOB_DDC5825F,Punjab,Muktsar,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Low,True,15.6
JOB_989239D2,Punjab,Muktsar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,High,False,15.7
JOB_0605FD37,Punjab,Muktsar,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,High,False,21.0
JOB_AB1808EA,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,False,24.1
JOB_816DE755,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Low,False,12.1
JOB_42D78AC5,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,True,11.0
JOB_1023D158,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,12.6
JOB_11D99F62,Punjab,Muktsar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Medium,True,9.5
JOB_BB57079D,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Low,True,19.7
JOB_2329EB9C,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,False,15.6
JOB_2E74256E,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,High,True,19.0
JOB_BEA4998D,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,True,18.7
JOB_02F1453E,Punjab,Muktsar,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,High,True,24.5
JOB_06BA2309,Punjab,Muktsar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,True,9.9
JOB_AFEF34FE,Punjab,Muktsar,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Medium,True,17.4
JOB_F6BBDC58,Punjab,Muktsar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,False,11.2
JOB_F287F819,Punjab,Kapurthala,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,High,True,19.7
JOB_8B5C2C93,Punjab,Kapurthala,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Medium,True,15.5
JOB_18BD3764,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,17.8
JOB_5DDB90D1,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,True,13.3
JOB_C76967F7,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,8.6
JOB_D217046F,Punjab,Kapurthala,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,True,9.5
JOB_DB763919,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,False,18.3
JOB_4CEBBCC6,Punjab,Kapurthala,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,High,False,8.3
JOB_AC27EF8B,Punjab,Kapurthala,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,15.6
JOB_ED535435,Punjab,Kapurthala,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,False,12.7
JOB_B26768FA,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,24.0
JOB_6654B76F,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Low,False,21.9
JOB_C23986C5,Punjab,Kapurthala,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,False,8.2
JOB_2E4B26A6,Punjab,Kapurthala,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,High,False,8.7
JOB_2EC775F4,Punjab,Kapurthala,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,True,8.8
JOB_09185E7A,Punjab,Kapurthala,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Medium,False,13.8
JOB_265E5A0D,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,23.2
JOB_481EF345,Punjab,Kapurthala,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,17.7
JOB_DF5BB58E,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,High,False,15.8
JOB_ECE40399,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,False,22.1
JOB_89EB6559,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,True,24.2
JOB_F4BD04F3,Punjab,Kapurthala,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,True,16.7
JOB_F481327A,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,Medium,True,17.4
JOB_0C1ADFC4,Punjab,Kapurthala,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Low,True,9.0
JOB_573E4D04,Punjab,Kapurthala,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Low,False,13.1
JOB_AFBF96A1,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,False,19.2
JOB_7B0DAD6F,Punjab,Kapurthala,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,False,21.8
JOB_D2CA9B2D,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,9.3
JOB_C99C6B9C,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,False,10.4
JOB_0B4D1D15,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,13.9
JOB_4D933D16,Punjab,Kapurthala,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,True,12.9
JOB_65A54A5C,Punjab,Kapurthala,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,False,12.3
JOB_B140414E,Punjab,Kapurthala,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,True,10.4
JOB_F5090FA4,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,Medium,True,16.5
JOB_C512ACEB,Punjab,Kapurthala,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,False,12.4
JOB_290CB839,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,High,False,18.1
JOB_66429A12,Punjab,Kapurthala,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Medium,False,11.0
JOB_5D676648,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,High,False,9.8
JOB_6ABEF308,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Low,True,24.7
JOB_880BBEE4,Punjab,Kapurthala,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,True,21.3
JOB_CDD061EE,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Low,True,15.9
JOB_53F61910,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,17.1
JOB_E3EC9441,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,False,24.7
JOB_88BC7DB9,Punjab,Kapurthala,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Low,True,20.5
JOB_A350CCB3,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,14.3
JOB_46AE6247,Punjab,Kapurthala,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,12.6
JOB_08352131,Punjab,Kapurthala,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,True,22.3
JOB_6155B135,Punjab,Kapurthala,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Low,False,18.3
