job_id,state,district,domain,nsqf_job_role,qp_code,job_type_available,local_demand_signal,active_msme_cluster,estimated_monthly_income_lpa
JOB_B317F13E,Maharashtra,Nagpur,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Self-Employment / Enterprise,Medium,True,14.5
JOB_C0A46364,Maharashtra,Nagpur,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,True,23.3
JOB_E8E3A46B,Maharashtra,Nagpur,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,High,True,12.6
JOB_C8849D96,Maharashtra,Nagpur,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Medium,False,13.0
JOB_22B88939,Maharashtra,Nagpur,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,True,13.7
JOB_96122E0E,Maharashtra,Nagpur,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Low,True,12.3
JOB_A98D720A,Maharashtra,Nagpur,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,False,13.5
JOB_C4FD80BB,Maharashtra,Nagpur,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,Low,False,11.4
JOB_238AB600,Maharashtra,Nagpur,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Self-Employment / Enterprise,High,False,14.3
JOB_AD75C2B2,Maharashtra,Nagpur,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,Low,True,23.9
JOB_289B6370,Maharashtra,Nagpur,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,False,11.6
JOB_4E25E601,Maharashtra,Nagpur,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Low,False,24.0
JOB_925AE021,Maharashtra,Thane,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,False,16.3
JOB_F735B14C,Maharashtra,Thane,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Low,True,21.9
JOB_89E904A7,Maharashtra,Thane,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,High,False,15.3
JOB_A8721C62,Maharashtra,Thane,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Medium,False,17.6
JOB_30B0D310,Maharashtra,Thane,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,False,19.5
JOB_5705A928,Maharashtra,Thane,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,True,9.4
JOB_C5AE0A2B,Maharashtra,Thane,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Low,True,20.8
JOB_0AC94AF4,Maharashtra,Thane,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,11.0
JOB_F06761DE,Maharashtra,Thane,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Fixed Monthly,Medium,True,12.3
JOB_E1654266,Maharashtra,Thane,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Self-Employment / Enterprise,Medium,False,13.6
JOB_2C4310F0,Maharashtra,Thane,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,False,8.2
JOB_58597B48,Maharashtra,Thane,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Self-Employment / Enterprise,Low,False,21.5
JOB_B1F3EB54,Maharashtra,Thane,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,True,15.9
JOB_B930F267,Maharashtra,Thane,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,High,False,10.0
JOB_77A77EC8,Maharashtra,Thane,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,True,12.8
JOB_FB157380,Maharashtra,Thane,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Fixed Monthly,Medium,False,15.1
JOB_EB9DACFE,Maharashtra,Nashik,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,False,12.0
JOB_3113C26C,Maharashtra,Nashik,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,Medium,False,16.5
JOB_5F37E7AD,Maharashtra,Nashik,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,High,False,22.3
JOB_7D19FC02,Maharashtra,Nashik,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,True,19.5
JOB_4A98AEC9,Maharashtra,Nashik,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,False,14.5
JOB_FF3EFCC7,Maharashtra,Nashik,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Low,False,12.7
JOB_ACF5D426,Maharashtra,Nashik,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,True,14.3
JOB_EDE90725,Maharashtra,Nashik,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,True,13.6
JOB_16BA899D,Maharashtra,Nashik,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Medium,True,24.1
JOB_D463D6BB,Maharashtra,Nashik,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,18.8
JOB_E1A8A91D,Maharashtra,Nashik,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Low,False,20.0
JOB_07D8E718,Maharashtra,Nashik,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,True,16.8
JOB_E03E8D5D,Maharashtra,Nashik,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,False,15.1
JOB_39112A05,Maharashtra,Nashik,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Low,False,13.0
JOB_F597E0D0,Maharashtra,Nashik,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Self-Employment / Enterprise,Medium,False,24.7
JOB_1F681D92,Maharashtra,Nashik,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,True,23.9
JOB_28596CC1,Maharashtra,Nashik,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,High,False,11.3
JOB_79E10B9C,Maharashtra,Nashik,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,High,True,24.4
JOB_710229CA,Maharashtra,Nashik,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,Medium,True,13.4
JOB_27D351D1,Maharashtra,Nashik,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,True,14.5
JOB_C58BCFA7,Maharashtra,Nashik,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,8.4
JOB_34B658F9,Maharashtra,Nashik,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,True,13.3
JOB_EF534676,Maharashtra,Nashik,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Low,False,19.4
JOB_7892F581,Maharashtra,Nashik,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,13.0
JOB_DCA5C865,Maharashtra,Aurangabad,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,True,19.1
JOB_9AB76518,Maharashtra,Aurangabad,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,High,True,11.1
JOB_25F5E296,Maharashtra,Aurangabad,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Fixed Monthly,High,False,19.7
JOB_3CE95EF7,Maharashtra,Aurangabad,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Low,True,11.9
JOB_E23103C3,Maharashtra,Aurangabad,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,High,True,24.6
JOB_4D747E9F,Maharashtra,Aurangabad,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Medium,True,12.8
JOB_0919EAF5,Maharashtra,Aurangabad,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Low,True,10.4
JOB_F68EA291,Maharashtra,Aurangabad,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,True,8.0
JOB_1B90A420,Maharashtra,Aurangabad,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Daily Wage,Medium,False,18.7
JOB_85374077,Maharashtra,Aurangabad,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,True,17.0
JOB_21AB57C5,Maharashtra,Aurangabad,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,Medium,False,8.3
JOB_F2C6EA6E,Maharashtra,Aurangabad,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,Medium,True,12.8
JOB_D8E84190,Maharashtra,Aurangabad,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,High,False,23.9
JOB_12A50488,Maharashtra,Aurangabad,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Daily Wage,Low,True,14.1
JOB_2BCC4168,Maharashtra,Aurangabad,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Self-Employment / Enterprise,Medium,False,17.2
JOB_F2EA6528,Maharashtra,Aurangabad,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,High,True,16.8
JOB_89A4B921,Maharashtra,Aurangabad,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,High,False,8.2
JOB_92B6AF12,Maharashtra,Aurangabad,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,High,False,9.3
JOB_AE5C08E7,Maharashtra,Aurangabad,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Fixed Monthly,Medium,False,21.5
JOB_57A37693,Maharashtra,Aurangabad,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,Medium,False,20.3
JOB_D690D1AF,Maharashtra,Aurangabad,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,Medium,True,15.8
JOB_A3CB3F86,Maharashtra,Aurangabad,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,Medium,False,18.0
JOB_4F848EA3,Maharashtra,Aurangabad,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,19.5
JOB_191F9527,Maharashtra,Aurangabad,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,True,24.6
JOB_4BBEFEE5,Uttar Pradesh,Lucknow,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Low,True,8.2
JOB_8C6605CE,Uttar Pradesh,Lucknow,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,High,False,19.1
JOB_A2E4EDBC,Uttar Pradesh,Lucknow,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,Low,True,17.6
JOB_24C5B70F,Uttar Pradesh,Lucknow,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Daily Wage,Medium,False,22.5
JOB_9E423598,Uttar Pradesh,Lucknow,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,True,22.7
JOB_D885107B,Uttar Pradesh,Lucknow,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Low,True,21.0
JOB_67FD6826,Uttar Pradesh,Lucknow,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,False,19.3
JOB_589AF186,Uttar Pradesh,Lucknow,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,18.5
JOB_15E7AE53,Uttar Pradesh,Lucknow,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,True,11.2
JOB_77CCAF41,Uttar Pradesh,Lucknow,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,High,False,19.8
JOB_DF52D6CF,Uttar Pradesh,Lucknow,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,High,True,17.6
JOB_0C707C48,Uttar Pradesh,Lucknow,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,False,18.6
JOB_55C60ACA,Uttar Pradesh,Lucknow,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,False,24.9
JOB_FB79B733,Uttar Pradesh,Lucknow,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,False,24.3
JOB_D15FF6B2,Uttar Pradesh,Lucknow,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,Low,False,16.4
JOB_02496D87,Uttar Pradesh,Lucknow,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,16.5
JOB_FFEEE29E,Uttar Pradesh,Lucknow,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,High,True,20.0
JOB_19955663,Uttar Pradesh,Lucknow,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,Medium,False,22.9
JOB_854DD566,Uttar Pradesh,Lucknow,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Low,False,15.3
JOB_0A8DDBC5,Uttar Pradesh,Lucknow,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,True,20.5
JOB_B330CB33,Uttar Pradesh,Lucknow,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,High,False,14.7
JOB_0DFEF434,Uttar Pradesh,Lucknow,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Medium,False,16.6
JOB_2E08C70B,Uttar Pradesh,Lucknow,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,False,24.7
JOB_756100C2,Uttar Pradesh,Kanpur,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,Medium,True,24.7
JOB_955E3654,Uttar Pradesh,Kanpur,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,Medium,False,20.8
JOB_6117D3BC,Uttar Pradesh,Kanpur,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,Medium,False,12.4
JOB_4A344A74,Uttar Pradesh,Kanpur,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Low,True,19.5
JOB_B811FCBD,Uttar Pradesh,Kanpur,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,False,9.6
JOB_E98EEC70,Uttar Pradesh,Kanpur,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,High,False,18.8
JOB_A89AE5BC,Uttar Pradesh,Kanpur,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,Medium,True,15.1
JOB_380D8108,Uttar Pradesh,Kanpur,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,23.8
JOB_59F622BA,Uttar Pradesh,Kanpur,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,True,21.6
JOB_EF77E5CA,Uttar Pradesh,Kanpur,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,True,9.4
JOB_9EDD1739,Uttar Pradesh,Kanpur,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,High,False,15.0
JOB_E8BC75C1,Uttar Pradesh,Kanpur,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,High,True,8.9
JOB_31FF1940,Uttar Pradesh,Kanpur,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,High,False,9.3
JOB_06067EAD,Uttar Pradesh,Kanpur,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,True,18.5
JOB_C596D098,Uttar Pradesh,Kanpur,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,Medium,True,8.5
JOB_EF53A3E8,Uttar Pradesh,Kanpur,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,False,22.8
JOB_4437EB1C,Uttar Pradesh,Kanpur,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,False,21.8
JOB_AD8CD68D,Uttar Pradesh,Kanpur,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,Medium,True,8.2
JOB_F2F79508,Uttar Pradesh,Kanpur,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,True,14.2
JOB_F1D9CB11,Uttar Pradesh,Kanpur,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,False,16.2
JOB_8F4427A1,Uttar Pradesh,Varanasi,Construction,Assistant Mason,CON/Q0101,Daily Wage,High,False,19.9
JOB_3E8CC1A3,Uttar Pradesh,Varanasi,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,Medium,False,17.7
JOB_9FE52133,Uttar Pradesh,Varanasi,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,Medium,True,14.0
JOB_AEAADECE,Uttar Pradesh,Varanasi,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Self-Employment / Enterprise,Low,True,24.9
JOB_54EEECBB,Uttar Pradesh,Varanasi,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,False,22.9
JOB_56626146,Uttar Pradesh,Varanasi,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,High,True,10.6
JOB_01C64BBE,Uttar Pradesh,Varanasi,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,High,True,17.3
JOB_472B0EF1,Uttar Pradesh,Varanasi,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Medium,False,13.5
JOB_EAFF4A52,Uttar Pradesh,Varanasi,Construction,Assistant Mason,CON/Q0101,Daily Wage,High,False,21.7
JOB_C3BD8000,Uttar Pradesh,Varanasi,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Low,True,20.1
JOB_658FDECE,Uttar Pradesh,Varanasi,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,14.2
JOB_0E537488,Uttar Pradesh,Varanasi,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,High,True,19.3
JOB_91E335C0,Uttar Pradesh,Varanasi,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,High,False,15.1
JOB_824F4A27,Uttar Pradesh,Varanasi,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,True,10.1
JOB_8A124772,Uttar Pradesh,Varanasi,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Low,False,23.3
JOB_E490D2A9,Uttar Pradesh,Varanasi,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,Medium,False,14.1
JOB_C4F5D34C,Uttar Pradesh,Varanasi,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,Low,False,16.5
JOB_19858DF8,Uttar Pradesh,Varanasi,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,High,True,20.2
JOB_0C9FBE20,Uttar Pradesh,Varanasi,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,High,False,14.6
JOB_7F917EB6,Uttar Pradesh,Varanasi,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,High,True,12.8
JOB_998D6C57,Uttar Pradesh,Varanasi,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,False,14.9
JOB_348DC4EA,Uttar Pradesh,Agra,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,High,False,14.8
JOB_D47F515C,Uttar Pradesh,Agra,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Fixed Monthly,Medium,False,17.5
JOB_972AD74C,Uttar Pradesh,Agra,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,Medium,False,21.9
JOB_7F7C0FCA,Uttar Pradesh,Agra,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,High,False,24.7
JOB_756AD43E,Uttar Pradesh,Agra,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Medium,True,13.7
JOB_25AFCA48,Uttar Pradesh,Agra,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,True,11.1
JOB_641B50F8,Uttar Pradesh,Agra,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,True,16.7
JOB_9C3D8D1A,Uttar Pradesh,Agra,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,False,13.1
JOB_98DEA695,Uttar Pradesh,Agra,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,Medium,True,15.0
JOB_9567D150,Uttar Pradesh,Agra,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,False,16.7
JOB_2D05D72A,Uttar Pradesh,Agra,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,False,22.0
JOB_89AC296C,Uttar Pradesh,Agra,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,True,13.2
JOB_B82E25F6,Uttar Pradesh,Agra,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Low,False,16.8
JOB_A1F93812,Uttar Pradesh,Agra,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Medium,True,8.9
JOB_92EE0951,Uttar Pradesh,Agra,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,False,13.8
JOB_DC45770E,Uttar Pradesh,Agra,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,High,True,11.1
JOB_1B081269,Uttar Pradesh,Agra,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,High,True,15.4
JOB_31F3CA1F,Uttar Pradesh,Agra,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,True,19.2
JOB_942F2945,Uttar Pradesh,Agra,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,False,18.7
JOB_8398B387,Uttar Pradesh,Agra,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Low,False,20.6
JOB_3838E9D2,Uttar Pradesh,Agra,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,Medium,True,24.5
JOB_F72322FC,Uttar Pradesh,Agra,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,High,True,10.3
JOB_F4963EB9,Uttar Pradesh,Agra,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Low,False,16.8
JOB_8A268C89,Uttar Pradesh,Agra,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,Medium,True,13.7
JOB_E1ED2A01,Uttar Pradesh,Agra,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Medium,False,20.6
JOB_62CAEAC7,Uttar Pradesh,Agra,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,Medium,False,22.3
JOB_DF943C20,Uttar Pradesh,Agra,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,True,21.0
JOB_AAD9CEFD,Uttar Pradesh,Agra,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,Low,True,10.9
JOB_10FD65CE,Uttar Pradesh,Meerut,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Self-Employment / Enterprise,Low,True,19.4
JOB_FB3F617D,Uttar Pradesh,Meerut,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,High,True,20.7
JOB_038C4969,Uttar Pradesh,Meerut,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,High,True,20.1
JOB_9D58C021,Uttar Pradesh,Meerut,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Fixed Monthly,Low,False,9.4
JOB_8FEC7A11,Uttar Pradesh,Meerut,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Self-Employment / Enterprise,High,False,12.0
JOB_8B47043B,Uttar Pradesh,Meerut,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,Low,False,16.4
JOB_4103B8DE,Uttar Pradesh,Meerut,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,True,24.0
JOB_0F6D2D72,Uttar Pradesh,Meerut,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,High,True,8.7
JOB_0D37F7CB,Uttar Pradesh,Meerut,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,False,21.8
JOB_4C11E5CD,Uttar Pradesh,Meerut,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,True,8.7
JOB_7A9E1E84,Uttar Pradesh,Meerut,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Medium,True,8.4
JOB_4278D5EE,Uttar Pradesh,Meerut,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,High,False,16.8
JOB_B06EFDD3,Uttar Pradesh,Meerut,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,Medium,True,21.5
JOB_F4E8C22D,Uttar Pradesh,Meerut,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Fixed Monthly,Medium,False,13.7
JOB_3E903FF1,Uttar Pradesh,Meerut,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,High,True,22.2
