state,centre_name,address,email,phone,courses_offered
jharkhand,Narayan Private ITI,"NH-32, Lupungdih , Chandil, po- Tonkocha",nitc.jsp@gmail.com,8210106098,HEALTH SAFETY & ENVIRONMENT (NSQF) | SURVEYOR (NSQF) | ELECTRICIAN (NSQF) | SURVEYOR (NSQF) | FITTER (NSQF) | FIRE TECHNOLOGY AND INDUSTRIAL SAFETY MANAGEMENT (NSQF)
jharkhand,Drona Pvt Iti,GARGI,dronapvtiti@gmail.com,9304053050,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Dugda Pvt Iti,Karmatand,dugdapvtiti@gmail.com,8969769687,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Rasm Private PVT ITI,"Sugiadih , Dhanbad",bietdhanbad@gmail.com,8877125262,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Swarnrekha Private ITI,",Chandil ,Saraikela khasama",sbajrang.chandil@gmail.com,9199085680,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Maharana Pratap Private ITI,"Japla ,Plamu",mpiti2010@rediffmail.com,9934818755,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,M Z Private ITI,"Gunja (Dahutola) P.o- Hendabilli, p.s- Ormanjhi,",moijurrahman88@gmail.com,9471562282,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Maa Banjari PVT ITI,"Barkana , Gutwa, Ramgarh",mbpiti2014@gmail.com,9905744880,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Arayavdeep Private ITI,"Baidhyanathdham,",itiarnavdeep@yahoo.com,7004910155,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Bokaro Private PVT ITI,"Chiksia, Chas (M), Bokaro",enquiry@bokaropvtiti.ac.in,9234303025,WELDER (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,TSSDS Private ITI,"NH-33, SALGADIH, TAMAR, RANCHI",vishala@nttf.co.in,9523597195,MASON (BUILDING CONSTRUCTOR) (NSQF) | FITTER (NSQF) | TURNER (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF)
jharkhand,chittaranjan PVT ITI,Jamtara,citc.patna@gmail.com,7004629797,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Satyendra Private ITI,"Khairbani, , Pathargama",satyendrapvt.iti@gmail.com,9279081125,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Om Sai Private ITI,"At. & P.O. Chakradharpur,",itiomsai@yahoo.com,8249969697,FITTER (NSQF)
jharkhand,DCET Private ITI,", PO. Bada Ambona, Nirsa,",dcetiti2012@gmail.com,9431776663,ELECTRICIAN (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF)
jharkhand,"Gurujee Institute of Technology Private ITI,","G.T. Road, Narcopi, Topchanchi,",itigurujee@yahoo.com,9304711922,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,"COAL Field Institute of Technology Private ITI,","At. Bhelatand, Nagnagar,",lakralalit@gmail.com,7870200573,MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | WELDER (NSQF)
jharkhand,Pt. Udit Narayan Institute of Technology Private ITI,"Bandh Para,",punitdumka@gmail.com,9308198317,FITTER (NSQF) | ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)
jharkhand,"RNS Institute of Technology Private ITI,","At-Khakripara,Govindpur, PO-Garda, PS-Parsudih",rnsit.jsr@gmail.com,9431301925,MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Om Private ITI,"At. Deori Road, Japla, Palamau",omitijapla2012@rediffmail.com,9097423123,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,"Sanskriti Private ITI,","Hehal,",sanskritiitc@gmail.com,9934143566,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Meera Institute of Technology Private ITI,"Dipatoli, HB Road,",dksingh123456@gmail.com,7033404233,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Vananchal Private ITI,"Swami Shahjanand Nagar, Near Akriti Nursing Home,",vananchaliti@gmail.com,7004621215,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,"Unique PVT ITI ,Chauka","Saraikela , kharsawa",UITIJSR@GMAIL.COM,9334853566,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Vishwakarma PVT ITI,"Ramgardhia , Sakhi",vti_rgs@yahoo.co.in,9430717343,ELECTRICIAN (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF)
jharkhand,Khetro Mohan Private ITI,"Gour Basti, P.O. Road Mango, Jamshedpur,",khetromohaniti@gmail.com,9771607445,FITTER (NSQF)
jharkhand,krishna Private ITI,"Industrial area, Kangoi, Mihijam",kpiti.mihijam@gmail.com,9330472025,FITTER (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF)
jharkhand,"Prabhavati PVT ITI , Angara",Angara,Prabhawatiiti@gmail.com,9835825547,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,DVC Private ITI,"Rajbera Road Chandrapura,Bokaro",dvcitichandrapura@gmail.com,9031712006,ELECTRICIAN (NSQF) | FITTER (NSQF) | WELDER (NSQF)
jharkhand,Sardar Patel Tupkadih PVT ITI,"Tupkadih ,Bokoro",sardarpateliti@gmail.com,8651314738,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,National Private ITI,"Husainabad ,Harharganj",npitipalamu@gmail.com,7070458867,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Jharkhand Jankalyan Private PVT ITI,"Demudih, Telgariya",jjpvtitibokaro@gmail.com,9304844164,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Mahadev Private ITI,"Shyamganj ,College Road ,",itimahadev@yahoo.com,9771850279,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Gurukul Private ITI,"Shiv Nagar, Mangal Bazar, Latehar",ravikumar_brother@rediffmail.com,9608875565,ELECTRICIAN (NSQF)
jharkhand,Kumar PVT ITI,"New H. N. Colony, Duhatand",info@kumarpvtiti.info,9308579101,MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Aaeen PVT ITI,"At-Irba, PS-Ormanjhi",aaeenitcirba@gmail.com,9934371491,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Bharati PVT ITI,"Haranganj, Chano Road, P.O. – College More,",dhirendrasingh9211@gmail.com,8797080881,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Srinivasa Institute of Technology PVT ITI,"N.H.33, Near Airport",srinivasa.hzb@gmail.com,8969578734,FITTER (NSQF) | MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Amyank PVT ITI,"Hitku, Sunder Nagar",amyank.raj22@gmail.com,7004411962,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Bismi PVT ITI,"Tribinda Chowk, ITKI Road",salim.oc.tech@gmail.com,9576164282,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Indian PVT ITI,Hehal Ratu Road,indianitcranchi@gmail.com,8051544441,WELDER (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF)
jharkhand,Bharat PVT ITI,Kokar Chowk,bharatpvtiti2009@gmail.com,9386368572,MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF)
jharkhand,Maa Sharda PVT ITI,"Khoradah, Bompass Town, Ward No.17",pr20000103@yahoo.com,9304349387,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Maa Parwati PVT ITI,"Khoradah, Bompass Town, Ward No-17",sangeetachandra625@gmail.com,9608905773,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,vivekanand pvt.iti,handhi vinda jadugoda,firoz.itc@rediffmail.com,9431186103,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Bharat PVT ITI,"5, Main Road, New Purulia Highway Jawahar Nagar, Mango, Jamshedpur P.O",bharat_shamim53@yahoo.in,9431372990,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Rashtriya PVT ITI,"Mirzadih, Dimna Lake, Mango,",ritciti@gmail.com,9102057979,FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Koderma PVT ITI,"Mahatma Gandhi Nagar, Jhumaritilaiya",kodermapvtiti@gmail.com,7717729378,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Jharkhand PVT ITI,"Khoradah, Bompass Town, Ward No-17",renupriyaenterprises097@gmail.com,9859869587,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Shanti PVT ITI,"Khoradah, Bompass Town, Ward No-17",shantiitcdeoghar@gmail.com,9523830073,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Maha Laxmi PVT ITI,"Khoradah, Bompass Town, Ward No-17",raviranjandwivdi1@gmail.com,9708437949,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Raj PVT ITI,Gandhi Tola,rajesh.purty8361@gmail.com,7762839518,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Rajeev PVT ITI,"Adarsh Nagar, Tatisilwai",rajeevitc2010@gmail.com,9386368969,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Padmavathi Institute of Technology PVT ITI,"Mahali, Huhu Angrha",krishnabehera046@gmail.com,9031962428,MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Dr. Rajendra Prasad PVT ITI,Maharo,dr.rpitc@gmail.com,9470990203,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Jojo PVT ITI,"Kolhan Inter college, Chaliyama P.O. kesargarhia, P.S Rajnagar",jojoitichailiyama@gmail.com,9031323467,ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF)
jharkhand,Gandhi PVT ITI,"P.O. Adityapur Industrial Area ,",santosh_gupta9893@yahoo.com,9661801271,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Shalimar PVT ITI,Adityapur,shalimaritc@gmail.com,9430352047,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Vinoba Bhave PVT ITI,"More, Chas",citjd009@gmail.com,8252645971,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Siddhu Kanhu PVT ITI,"Labudih, Chas",skpvtiti@gmail.com,9835136996,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Technocrats Institute of Skills & Technology Pvt. ITI,"Road No. 5, Sankosai, Mango, Jam Shedpur,",ravet_jsr@yahoo.com,9234160326,MECHANIC DIESEL (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Nice PVT ITI,"Moti House, Prince Chowk,",mlohdar@yahoo.com,7992489955,FITTER (NSQF)
jharkhand,Gautam Budh PVT ITI,"Jabra Road, Korrah.Hazaribagh",gautambudhaitc@rediffmail.com,9934153972,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Ramshakhi Ramashish PVT ITI,"Dimna Road, Mango",rritc2010@gmail.com,9308193014,FITTER (NSQF)
jharkhand,Nardhan PVT ITI,"At. Mizradih, P.O Pagda, Jamshedpur",nardhanitc@gmail.com,9308192818,FITTER (NSQF)
jharkhand,Bimlesh Technical Institute,"Pardih , Jamshedpur",btijsr09@gmail.com,9471364637,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Asha PVT ITI,Solagidih Chass,ashaitcsolagidih@yahoo.com,8580333828,ELECTRICIAN (NSQF) | FITTER (NSQF)
jharkhand,Uddyan PVT ITI,"AT-Baroda Ghat, P.O Tatanagar",uitcjamshedpur@gmail.com,8709527361,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,NIRSA PVT ITI,"PO-Mugma, PS- Nirsa Dist Dhanbad, Jharkhand.",jjpsdhn@gmail.com,7250638708,SURVEYOR (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | SURVEYOR (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)
jharkhand,GURUKUL PRIVATE INDUSTRIAL TRAINING INSTITUTE,"AT-RAMSUNDARIYA,PO-GHATKURABA,PS-PATHARGAMA,",gurukulitipathargama@gmail.com,9801395616,SURVEYOR (NSQF) | HEALTH SANITARY INSPECTOR (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,"Om Private ITI, garhwa","VILL - AUNRAIYA , TOLA - LIKHANIYA , P.S- MERAL",ompvtitig@yahoo.com,8821088362,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,HUNTERGANJ PRIVATE ITI,"AT -NAWADIH NEAR CHECK POST HUNTERGANJ,PO+PS HUNTE",hunterganjpriniti@gmail.com,7070741198,ELECTRICIAN (NSQF)
jharkhand,IMPERIAL INSTITUTE OF TECHNOLOGY Private Industrial Training Institute,"PLOT NO. 1988 VILLAGE- PICHHLI, KUDADA POTKA ROAD",iitpotka@gmail.com,9430751452,ELECTRICIAN (NSQF)
jharkhand,SKY PRIVATE INDUSTRIAL TRAINING INSTITUTE,"Ludharia, Post office- Ludharia, Thana- Tundi",nadim934501@gmail.com,9472734675,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,MSP PRIVATE ITI,"MAIN ROAD PATAN, PO+PS- PATAN",rajnish1709@gmail.com,9691975208,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,MAA VAISHNAVI PRIVATE ITI,"BUDHUADIH , KHORI MAHUA , RAJ DHANWAR, DISTRICT -",maavaishnavipvtiti529@gmail.com,9835703529,ELECTRICIAN (NSQF)
jharkhand,Govt Women ITI Deoghar,"Basuadin, Jasidih Deoghar, Jharkhand.",singh_jaikant@rediffmail.com,9430430483,ELECTRONICS MECHANIC (NSQF)
jharkhand,Govt ITI Giridih,"Giridih, P.O. Pachamba, Jharkhand",iti_giridih@rediffmail.com,9835161743,WELDER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | TURNER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | MECHANIC DIESEL (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF)
jharkhand,Govt Industrial Training Institute,Daltonganj,ranjitminj2k@gmail.com,7979850347,ELECTRICIAN (NSQF) | FOUNDRYMAN (NSQF) | SHEET METAL WORKER (NSQF) | PLUMBER (NSQF) | TURNER (NSQF) | FITTER (NSQF) | WELDER (NSQF) | MACHINIST (NSQF) | CARPENTER (NSQF) | WIREMAN (NSQF)
jharkhand,Govt Industrial Training Institute,Behind Polytechnic sadar,principalitidhanbad@gmail.com,9199393484,INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | FASHION DESIGN & TECHNOLOGY (NSQF) | SHEET METAL WORKER (NSQF) | WELDER (NSQF) | WIREMAN (NSQF) | INSTRUMENT MECHANIC (NSQF) | ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | MACHINIST (NSQF) | ELECTROPLATER (NSQF) | FOUNDRYMAN (NSQF) | TURNER (NSQF) | MACHINIST (GRINDER) (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | SURVEYOR (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF)
jharkhand,"Govt. Industrial Training Institute, Bokaro",Chas-,itibkr@gmail.com,9798158121,FITTER (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | WIREMAN (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF) | SHEET METAL WORKER (NSQF) | MASON (BUILDING CONSTRUCTOR) (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MACHINIST (NSQF) | TURNER (NSQF) | MACHINIST (GRINDER) (NSQF) | FOUNDRYMAN (NSQF) | FASHION DESIGN & TECHNOLOGY (NSQF) | WELDER (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Govt Industrial Training Institute,"Hehal ,Itki Raod,",principalitiranchi@gmail.com,8210750152,DRAUGHTSMAN (CIVIL) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF) | SURVEYOR (NSQF) | WIREMAN (NSQF) | MACHINIST (NSQF) | TECHNICIAN MECHATRONICS (NSQF) | PHYSIOTHERAPY TECHNICIAN (NSQF) | TURNER (NSQF) | INSTRUMENT MECHANIC (NSQF) | PLUMBER (NSQF) | TECHNICIAN POWER ELECTRONICS SYSTEM (NSQF) | FITTER (NSQF) | FOUNDRYMAN (NSQF) | MACHINIST (GRINDER) (NSQF) | PAINTER GENERAL (NSQF) | ELECTRONICS MECHANIC (NSQF) | COMPUTER HARDWARE & NETWORK MAINTENANCE (NSQF) | SHEET METAL WORKER (NSQF) | MASON (BUILDING CONSTRUCTOR) (NSQF)
jharkhand,Govt Industrial Training Institute,"NH-33, RANCHI-PATNA ROAD, SINDUR, HAZARIBAGH",govitihazaribag@gmail.com,7903016082,INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | FOUNDRYMAN (NSQF) | WIREMAN (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF) | ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | TURNER (NSQF) | SHEET METAL WORKER (NSQF) | MACHINIST (NSQF)
jharkhand,"Govt. Industrial Training Institute, Chaibasa",Chaibasa,imciticbsa@rediffmail.com,9905348201,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | SHEET METAL WORKER (NSQF) | INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | MACHINIST (GRINDER) (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | WIREMAN (NSQF) | TURNER (NSQF) | WELDER (NSQF) | MACHINIST (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | FOUNDRYMAN (NSQF)
jharkhand,Govt Industrial Training Institute,Sahibganj,raymondsoren123@gmail.com,8521542440,ELECTRICIAN (NSQF) | WIREMAN (NSQF) | PLUMBER (NSQF) | WELDER (NSQF) | MACHINIST (NSQF) | SHEET METAL WORKER (NSQF) | FITTER (NSQF) | FOUNDRYMAN (NSQF) | TURNER (NSQF)
jharkhand,"Industrial Training Institute (Welfare), Ranchi",Itki Road Hehal,itiwelfareranchi@yahoo.com,9031041398,FITTER (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | SHEET METAL WORKER (NSQF) | WIREMAN (NSQF) | MECHANIC DIESEL (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF) | TURNER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF)
jharkhand,Govt Industrial Training Institute for Women,Hehal,witiprincipal@yahoo.in,8987427390,INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRONICS MECHANIC (NSQF) | SEWING TECHNOLOGY (NSQF)
jharkhand,Govt Industrial Training Institute,Dumka,principal.itidumka@gmail.com,9470939310,STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | ELECTRONICS MECHANIC (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | WELDER (NSQF) | INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | CARPENTER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | WIREMAN (NSQF) | TURNER (NSQF) | FOUNDRYMAN (NSQF) | MACHINIST (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | SHEET METAL WORKER (NSQF) | SURVEYOR (NSQF) | SURVEYOR (NSQF)
jharkhand,"ITC, DUMKA","ITC Dumka, Bandarjori Lakhikundi, Dist Dumka, Jhar",itc1navin@gmail.com,9771395740,FITTER (NSQF) | ELECTRICIAN (NSQF)
jharkhand,Govt. Industrial Training Institute Jamshedpur,Burmamines jamshedpur,itijamshedpur2008@gmail.com,7479614433,MECHANIC DIESEL (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF) | INFORMATION TECHNOLOGY (NSQF) | ELECTRICIAN (NSQF) | SMARTPHONE TECHNICIAN CUM APP TESTER (NSQF) | TURNER (NSQF) | WELDER (NSQF) | ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF)
jharkhand,Govt Industrail Training Centre for Women Jameshedpur,Jamshedpur,witijsr@gmail.com,9304782377,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF) | SEWING TECHNOLOGY (NSQF) | ELECTRONICS MECHANIC (NSQF) | INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)
jharkhand,B T T I PVT ITI,"Bhurkunda ,",principalbttibhk@gmail.com,8987784077,ELECTRICIAN (NSQF)
jharkhand,Govt ITI JAMTARA,"Jamtara,P.O. Dakshin Bahal Jharkhand",singh_jaikant@rediffmail.com,9430430483,MECHANIC (MOTOR VEHICLE) (NSQF) | WIREMAN (NSQF) | ELECTRICIAN (NSQF) | MECHANIC (TRACTOR) (NSQF) | PLUMBER (NSQF) | MACHINIST (NSQF) | WELDER (NSQF) | FITTER (NSQF)
jharkhand,Govt ITI Chandankiyari,"Bokaro, P.O kusumkiyari Jharkhand",principal.iticky@gmail.com,8755106655,SURVEYOR (NSQF) | ELECTRICIAN (NSQF) | SURVEYOR (NSQF) | FITTER (NSQF) | WELDER (NSQF)
jharkhand,Women ITI Chaibasa,Near Tata College Chaibasa Dist west Singhbhum Ran,witichaibasa@gmail.com,9973221909,ELECTRONICS MECHANIC (NSQF)
jharkhand,"Govt ITI Lokai, Koderma","Lokai, Koderma Jharkhand.",itikoderma@gmail.com,9835161743,TURNER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | WELDER (NSQF) | WIREMAN (NSQF) | PLUMBER (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | MECHANIC DIESEL (NSQF)
jharkhand,PMKK JITM KODERMA,At- Jhumri PO Karma Dist Koderma Jharkhand null,koderma.pmkk@jitmskills.com,+91 7004296275,EMERGENCY CARE ASSISTANT
jharkhand,Don Bosco - Ranchi,Don Bosco Tech Society Khorhatoli Kokar,kujurpunit5@gmail.com,+91 9615900900,ASSISTANT ELECTRICIAN
jharkhand,Medhavi Foundation PMKK Hazaribagh,PMKK Hazaribagh Gangotri Inn Khata No. 71 / 1108 Hurhuru Road P.O- Hazaribagh Jharkhand,souravhalder@medhavifoundation.in,+91 7004308374,PLUMBER - GENERAL | ELECTRICIAN DOMESTIC SOLUTIONS | HOME HEALTH AIDE
jharkhand,JSS Hazaribagh,AT - MANDAI KALA PO - REFORMATORY SCHOOL PS - LOHSINGHNA \nHAZARIBAGH JHARKHAND - 825 319,raffatfatima6299@gmail.com,7079776299,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR
jharkhand,JSS Garhwa,C/O VIJAY KUMAR SINGH PO - NAWADA VILL - BISHUNPUR GARHWA,JSSGARHWA@GMAIL.COM,9546200208,TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR
jharkhand,JSS Dumka,KALASH KUNJ 2ND FLOOR GOUSHALA ROAD DUDHANI TOWER CHOWK DUMKA,shreeramkushwaha000@gmail.com,7004583052,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | ASSISTANT BEAUTY & WELLNESS CONSULTANT | TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR
jharkhand,PMKK JITM KODERMA,At- Jhumri PO Karma Dist Koderma Jharkhand,koderma.pmkk@jitmskills.com,+91 7004296275,TRAINEE - HAIR DRESSING | EMERGENCY MEDICAL TECHNICIAN-BASIC | EMERGENCY MEDICAL TECHNICIAN-BASIC | EMERGENCY MEDICAL TECHNICIAN-BASIC | HEALTHCARE HYGIENE AND HOUSEKEEPING AIDE | EMERGENCY MEDICAL TECHNICIAN-BASIC | TRAINEE - HAIR DRESSING | SEWING MACHINE OPERATOR - KNITS | SEWING MACHINE OPERATOR - KNITS | SEWING MACHINE OPERATOR - KNITS | SEWING MACHINE OPERATOR - KNITS | SEWING MACHINE OPERATOR - KNITS | SEWING MACHINE OPERATOR - KNITS | SEWING MACHINE OPERATOR - KNITS | SEWING MACHINE OPERATOR - KNITS | EMERGENCY MEDICAL TECHNICIAN-BASIC | EMERGENCY MEDICAL TECHNICIAN-BASIC | EMERGENCY MEDICAL TECHNICIAN-BASIC | EMERGENCY MEDICAL TECHNICIAN-BASIC | HEALTHCARE HYGIENE AND HOUSEKEEPING AIDE
jharkhand,CIPET Ranchi,itki road Hehal Kajubagan,cipetvtcranchi@gmail.com,9654462728,MACHINE OPERATOR - INJECTION MOULDING PLASTIC | ASSISTANT MACHINE OPERATOR- INJECTION MOULDING PLASTIC | MACHINE OPERATOR - INJECTION MOULDING PLASTIC
