state,centre_name,address,email,phone,courses_offered,pincode,district,subdistrict,mappls_eloc,geocode_level
karnataka,"GOVERNMENT INDUSTRIAL TRAINING INSTITUTE,MUDDEBIHAL","GOVT. INDUSTRIAL TRAINING INSTITUTE,MUDDEBIHAL",govtiti_muddebihal@rediffmail.com,9880208961,ELECTRICIAN (NSQF) | FITTER (NSQF),586124,Vijayapura District,Muddebihal,8V7X65,poi
karnataka,"GOVERNMENT INDUSTRIAL TRAINING INSTITUTE,NIDAGUNDI","GOVT INDUSTRIAL TRAINING INSTITUTE,NIDAGUNDI",nidagundigovtiti@rediffmail.com,9902743742,ELECTRICIAN (NSQF) | FITTER (NSQF),586216,Vijayapura District,Nidagundi,91KGNX,poi
karnataka,GOVERNMENT ITI DODDALAHALLI,"SY NO. 174, DODDALAHALLI, KANAKAPURA",gitidoddalahalli@gmail.com,9886262820,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",562117,Bengaluru South District,Kanakapura,8JEXB9,poi
karnataka,Government ITI Khanapur,"Govt. PU College Building, Vidhyanagar, Khanapur",gitikhanapur@gmail.com,9449056073,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']",591302,Belagavi District,Khanapur,UC4B0H,poi
karnataka,GOVERNMENT ITI KURTAKOTI,Govt ITI KURTAKOTI Dist. Gadag,bsdevamane@rediffmail.com,9448421034,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']",582205,Gadag District,Gadag,T76FSD,village
karnataka,GOVERNMENT ITI NELAMANGALA,Bengaluru Rural Dist. Campus of the Govt. ITI Tumk,govtitinelamangala@gmail.com,9632790337,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']",562111,Bengaluru Rural District,Nelamangala,L508AR,subDistrict
karnataka,GOVERNMENT ITI SAKALESHPURA,GOVERNMENT ITI SAKALESHPURA,bsgiridharamurthy@gmail.com,9972594567,ELECTRICIAN (NSQF) | FITTER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRONICS MECHANIC (NSQF) | DRESS MAKING (NSQF),587103,Bagalkote District,Bagalkot,NW7WW9,poi
karnataka,GOVERNMENT ITI Shikaripura,NEAR IB CIRCLE SHIKARIPURA,giti.skp@gmail.com,9900575968,ELECTRONICS MECHANIC (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | WELDER (NSQF) | TURNER (NSQF),577427,Shivamogga District,Shikarpur,UDHXV9,landmark
karnataka,GOVERNMENT ITI SURAGONDANAKOPPA,"HONNALI TALUK, DAVANAGERE DISTRICT",giti2014suragondanakoppa@gmail.com,9480121925,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",577225,Davanagere District,Nyamathi,F6BF78,village
karnataka,"Government ITI, Beerihundi",BEERIHUNDI,beerihundigovtiti@gmail.com,9480190608,FITTER (NSQF) | ELECTRICIAN (NSQF),570026,Mysuru District,Mysuru,K1H7KQ,village
karnataka,"Government ITI, BH Road, Tarikere","Government ITI, gurubhavana ,BH Road, Tarikere",govititarikere@yahoo.co.in,7411869736,ELECTRONICS MECHANIC (NSQF) | TURNER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF),577228,Chikkamagaluru District,Tarikere,X4TEH3,street
karnataka,"Government ITI, Tagadur","Tagadur, Nanjangud, Taluk, Mysore District",govt.iti.tagadur@gmail.com,9980289219,"['DRESS MAKING (NSQF)', 'MECHANIC (MOTOR VEHICLE) (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",571119,Mysuru District,Nanjangud,FH188P,village
karnataka,"Govt ,ITI for Women Antharagange Rd.Kolar",Antharagange Road,ppl_gitiw_kolar@yahoo.co.in,9886465559,ELECTRONICS MECHANIC (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF),563101,Kolar District,Kolar,1H6M7O,district
karnataka,GOVT I.T.I. HONNAVALLI,Honnavalli Tiptur(T),gitihonnavalli@gmail.com,9481552899,FITTER (NSQF) | ELECTRICIAN (NSQF),572217,Tumakuru District,Tiptur,E2652S,village
karnataka,"GOVT IINDUSTRIAL TRAINING INSTITUTE, YAVAGAL","GOVT ITI, YAVAGAL TQ:- RON",gitiygl@gmail.com,9880758020,FITTER (NSQF) | ELECTRICIAN (NSQF),582202,Gadag District,Ron,E2BB6D,village
karnataka,Govt Industrai Training Institute Babaleshwar,Babaleshwar,training.113@rediffmail.com,8904416126,"['ELECTRONICS MECHANIC (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)', 'WELDER (NSQF)']",586113,Vijayapura District,Babaleshwara,BCAASE,village
karnataka,Govt Industrail Training Centre for Women Hosur Road,Hosur Road,womeniti@gmail.com,8884878450,ELECTRONICS MECHANIC (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | INTERIOR DESIGN & DECORATION (NSQF),560029,Bengaluru Urban District,Bengaluru North,F8MHXO,street
karnataka,Govt Industrail Training Institute Bijapur,Solapur Road Bijapur,khedagiravi@gmail.com,9591571389,ELECTRONICS MECHANIC (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | MACHINIST (NSQF) | WELDER (NSQF) | MECHANIC AGRICULTURE MACHINERY (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | TURNER (NSQF),586103,Vijayapura District,Vijayapura,F4DLHJ,street
karnataka,Govt Industrail Training Institute Bilagi,"Bilagi Cross3, Koppa RC Bilagi TQ:Bilagi Bagalkot",pplgitibilagi@rediffmail.com,9740613337,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'TURNER (NSQF)']",587104,Bagalkote District,Bagalkot,OD574D,district
karnataka,Govt Industrail Training Institute for Women Nalatwad,Nalatwad Muddebihal,GOVTITINALATWAD@YAHOO.COM,9972691575,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRONICS MECHANIC (NSQF)']",586124,Vijayapura District,Muddebihal,282D63,village
karnataka,Govt Industrail Training Institute Jamkhandi,Jamkhandi,chandrakantayya@gmail.com,9916423540,ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF),587301,Bagalkote District,Jamkhandi,VPPTN2,subDistrict
karnataka,Govt Industrail Training Institute Kudligi,NH-13 Kaveri Nagar Hospet road Kudligi,principal.kudligiiti@yahoo.in,9731617239,FITTER (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF) | ELECTRONICS MECHANIC (NSQF),583135,Vijayanagara District,Kudligi,FJ3IB2,subDistrict
karnataka,Govt Industrail Training Institute Nesargi,Nesargi Bylahongal Tq,giti_nesargi@rediffmail.com,9902603923,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",591121,Belagavi District,Bailhongal,Y342FO,village
karnataka,Govt Industrail Training Institute Ramdurga,Ramdurga,pplitirmd@yahoo.com,9740638475,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRICIAN (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'FITTER (NSQF)']",591123,Belagavi District,Ramdurg,RV8Y8P,state
karnataka,Govt Industrail Training Institute Saundatti,"Betasur Road, Saundatti",giti_sdt@rediffmail.com,9880984590,ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | WELDER (NSQF),591126,Belagavi District,Soudatti,M4U008,street
karnataka,Govt Industrail Training Institute Sira,NH-4 Sira,gitisira@gmail.com,9844241701,"['ELECTRONICS MECHANIC (NSQF)', 'WELDER (NSQF)', 'ELECTRICIAN (NSQF)', 'MECHANIC (MOTOR VEHICLE) (NSQF)', 'FITTER (NSQF)']",572137,Tumakuru District,Sira,4F1C85,subDistrict
karnataka,Govt Industrail Trianing Centre Jewargi,"SHAHAPUR ROAD, JEWARGI",iti_jewargi@rediffmail.com,9449557091,"['ELECTRONICS MECHANIC (NSQF)', 'FITTER (NSQF)', 'TURNER (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'WELDER (NSQF)', 'ELECTRICIAN (NSQF)']",585102,Kalaburagi District,Kalaburagi,HGKXOU,state
karnataka,"Govt Industrial Training Institute (Men) Udyambagh, Belgaum","Udyambagh, Blegaum",chickamath.rsc@gmail.com,9449919399,ARCHITECTURAL DRAUGHTSMAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | MECHANIC DIESEL (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRONICS MECHANIC (NSQF) | INSTRUMENT MECHANIC (NSQF) | MACHINIST (NSQF) | FITTER (NSQF) | FOUNDRYMAN (NSQF) | ELECTRICIAN (NSQF) | TURNER (NSQF) | WELDER (NSQF),590008,Belagavi District,Belgaum,59SOT5,district
karnataka,"Govt Industrial Training Institute ,Kollegala",Mudigundam Kollegala Tq,govtitikollegal@yahoo.com,9141396206,"['SEWING TECHNOLOGY (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)', 'ELECTRONICS MECHANIC (NSQF)']",571440,Chamarajanagar District,Kollegal,IIAPQA,village
karnataka,"Govt Industrial Training Institute ,Paduvalahippe",Holenarasipura tq,gitiphippe@gmail.com,9945767795,"['TURNER (NSQF)', 'ELECTRICIAN (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'FITTER (NSQF)']",581108,Haveri District,Haveri,K6PNXU,poi
karnataka,Govt Industrial Training Institute Ammasandra,Ammasandra,erannab12@gmail.com,9845846217,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)', 'TURNER (NSQF)', 'WELDER (NSQF)']",572211,Tumakuru District,Turuvekere,5C66EB,locality
karnataka,"Govt Industrial Training Institute B.M Road, Hassan",B.M Road,giti_hassan@yahoo.com,9482566721,ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | MACHINIST (NSQF) | TURNER (NSQF) | WELDER (NSQF) | FITTER (NSQF),573201,Hassan District,Hassan,F6PQYV,district
karnataka,Govt Industrial Training Institute Bharma Sagar,"Vidyanagara, Bharma Sagar, Chitradurga - Tq",gitibsr@yahoo.com,9480085001,"['MECHANIC (MOTOR VEHICLE) (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",577401,Shivamogga District,Sagar,307P82,subDistrict
karnataka,Govt Industrial Training Institute Challakere,"Pavagada Road, Challakere",gitichallakere@gmail.com,9916242525,"['MECHANIC (MOTOR VEHICLE) (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)', 'WELDER (NSQF)', 'ELECTRONICS MECHANIC (NSQF)']",577522,Chitradurga District,Challakere,ZZ3QRA,street
karnataka,Govt Industrial Training Institute Chincholi,Chincholi,giti.chincholi@yahoo.com,8453272944,"['WELDER (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)']",585320,Kalaburagi District,Chincholi,KFBH0A,subDistrict
karnataka,Govt Industrial Training Institute Davanagere,Hadadi Road DAVANGERE,mgchandru1967@gmail.com,9448668641,DRAUGHTSMAN (MECHANICAL) (NSQF) | WELDER (NSQF) | ELECTRONICS MECHANIC (NSQF) | MECHANIC AUTO ELECTRICAL AND ELECTRONICS (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF) | MECHANIC MACHINE TOOL MAINTENANCE (NSQF) | ELECTRICIAN (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | MECHANIC DIESEL (NSQF) | SHEET METAL WORKER (NSQF) | ARCHITECTURAL DRAUGHTSMAN (NSQF) | TURNER (NSQF) | MACHINIST (NSQF),577525,Davanagere District,Davanagere,8BCSD3,village
karnataka,Govt Industrial Training Institute Devanahalli,Devanahalli,devanahalli_iti@yahoo.co.in,9916852249,"['MACHINIST (NSQF)', 'FITTER (NSQF)', 'DRAUGHTSMAN (MECHANICAL) (NSQF)', 'TURNER (NSQF)']",562110,Bengaluru Rural District,Devanahalli,FJZQDJ,subDistrict
karnataka,Govt Industrial Training Institute for Women Gowribidanur,"Kote,Gowribidanur -561208",govtitigowribidanur@yahoo.com,9606134326,SEWING TECHNOLOGY (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF),561208,Chikkaballapur District,Gauribidanur,D08EV3,pincode
karnataka,Govt Industrial Training Institute for Women Tiptur,Padmashri Nagar Hassan Road,gitiwttr@gmail.com,9480042951,"['FITTER (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'ELECTRICIAN (NSQF)']",573225,Hassan District,Channarayapatna,GT5F5V,poi
karnataka,"Govt Industrial Training Institute for Women, Ponnampet","Virajpet Taluk, Kodagu District - 571216",itiprincipalppet@gmail.com,9880252218,"['ELECTRONICS MECHANIC (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)']",571216,Kodagu District,Ponnampet,F721AF,pincode
karnataka,"Govt Industrial Training Institute for Women,Mangalore","Konchady Post, Air port Road, Mangalore - 575008",balakrishna.555@rediffmail.com,9845226485,ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRONICS MECHANIC (NSQF),575008,Dakshina Kannada District,Mangaluru,MI3SZV,locality
karnataka,Govt Industrial Training Institute Gubbi,Govt ITI Hanumantha nagar Gubbi,gitigubbi@gmail.com,8884086888,ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF),572216,Tumakuru District,Gubbi,8M93ZG,poi
karnataka,Govt Industrial Training Institute Haliyal,Haliyal,gitihaliyal@rediffmail.com,9902222659,ELECTRICIAN (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | TURNER (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),581329,Uttara Kannada District,Haliyal,UID081,subDistrict
karnataka,Govt Industrial Training Institute Holehonnur,Govt ITI Holehonnur Bhadravathi,gitiholehonnur@gmail.com,9945861357,FITTER (NSQF) | ELECTRICIAN (NSQF),581204,Dharwad District,Kalghatgi,FJIUNR,poi
karnataka,Govt Industrial Training Institute Humnabad,"janata colony,bypass road,NH-9,humnabad",gitihbd@gmail.com,9449041472,FITTER (NSQF),585330,Bidar District,Homnabad,GNT9R6,city
karnataka,Govt Industrial Training Institute HUVINAHADAGALI,HUVINAHADAGALI,gitihuvinahadagali@gmail.com,8095578844,"['FITTER (NSQF)', 'WELDER (NSQF)', 'DRAUGHTSMAN (MECHANICAL) (NSQF)', 'DRESS MAKING (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF)', 'ELECTRICIAN (NSQF)', 'MECHANIC DIESEL (NSQF)', 'TURNER (NSQF)']",585304,Yadgiri District,Shorapur,FJC6AL,poi
karnataka,Govt Industrial Training Institute Karwar,Nandangadda Karwar,giti_kwr@yahoo.co.in,9945815929,ELECTRICIAN (NSQF) | TURNER (NSQF) | FITTER (NSQF) | WELDER (NSQF),581304,Uttara Kannada District,Karwar,LL0GR6,locality
karnataka,Govt Industrial Training Institute Malady Belthangadi,"Belthangady Taluk, D.K 574224",govitibelth@rediffmail.com,9591271125,['FITTER (NSQF)'],574224,Dakshina Kannada District,Beltangadi,K78JL2,poi
karnataka,GOVT INDUSTRIAL TRAINING INSTITUTE MALUR,"MALURPATTANA,MALUR TALUK",malurgiti@gmail.com,9916729703,FITTER (NSQF) | ELECTRICIAN (NSQF),563130,Kolar District,Malur,C88XTO,subDistrict
karnataka,Govt Industrial Training Institute Manalli Road Bidar - 585401,Behind Karnataka Pharmacy College Milur Road Bidar 585401,gitibdr@gmail.com,7204501877,"['WELDER (NSQF)', 'DRESS MAKING (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'FITTER (NSQF)', 'ELECTRICIAN (NSQF)']",585401,Bidar District,Bidar,V6BV8M,pincode
karnataka,"Govt Industrial Training Institute Manipal, Udupi","Pragathinagara, Manipal, Udupi Taluk",govitiudupi@gmail.com,9448409355,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | MECHANIC DIESEL (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF),576104,Udupi District,Udupi,T2HZFW,locality
karnataka,Govt Industrial Training Institute Nargund,Vinayak nagar NARGUND.,mohanpatang@gmail.com,9448821754,"['ELECTRONICS MECHANIC (NSQF)', 'WELDER (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",582207,Gadag District,Nargund,BDTE4E,locality
karnataka,Govt Industrial Training Institute Tumkur,B.H.Road Vinayakanagar,gititumkur@gmail.com,9740009605,"['COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRICIAN (NSQF)', 'WELDER (NSQF)', 'FITTER (NSQF)', 'TURNER (NSQF)']",572102,Tumakuru District,Tumakuru,FTK7P6,street
karnataka,"Govt Industrial Training Institute Wadi (Junction) Chittapur taluk, Dist: Kalaburagi","Rest camp tanda, Yadgir road, Wadi(Jn) - 585 225",sachinogi2015@gmail.com,7892547577,"['WELDER (NSQF)', 'FITTER (NSQF)']",585225,Kalaburagi District,Chitapur,KEQXNB,poi
karnataka,Govt Industrial Training Institute(W) Bagalkot,Navanagar,gitiwbagalkot@gmail.com,9743519210,FITTER (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | COMPUTER HARDWARE & NETWORK MAINTENANCE (NSQF),587103,Bagalkote District,Bagalkot,IDHCH5,locality
karnataka,"Govt Industrial Training Institute, Chikmagalur",Thilak Park Road Vijayapura Chikkamagaluru-577101,govitickm@gmail.com,9880539739,ELECTRONICS MECHANIC (NSQF) | WELDER (NSQF) | FITTER (NSQF),577101,Chikkamagaluru District,Chikkamagaluru,Q6LZK5,locality
karnataka,"Govt Industrial Training Institute, Holenarsipura","Nagalapura, Arkalgud Road Holenarasipura",giti_hnpura@yahoo.com,8762292336,"['ELECTRICIAN (NSQF)', 'TURNER (NSQF)', 'MACHINIST (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'FITTER (NSQF)']",573102,Hassan District,Arkalgud,QADQC5,city
karnataka,"Govt Industrial Training Institute, K. M. Doddi","Devarahalli Gate, K.M.Doddi,Maddur Taluk",nrkumar76@gmail.com,9480307540,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']",571422,Mandya District,Maddur,XT4VD2,locality
karnataka,"Govt Industrial Training Institute, Madikeri",F.M.C College road Madikeri,gitimadikeri@gmail.com,9986217964,"['STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF)', 'FITTER (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'TURNER (NSQF)', 'WELDER (NSQF)', 'SEWING TECHNOLOGY (NSQF)', 'MACHINIST (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)', 'ELECTRICIAN (NSQF)']",571201,Kodagu District,Madikeri,6TZ8X2,poi
karnataka,"Govt Industrial Training Institute, Malavalli","Government Industrial Training Institute, Behind K",govtitimlv@yahoo.co.in,8660775004,DRAUGHTSMAN (MECHANICAL) (NSQF) | INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | TURNER (NSQF),571430,Mandya District,Malavalli,QWA7OQ,poi
karnataka,"Govt Industrial Training Institute, Mandya","Industrial Estate, First stage, Sugar Town Post",naganand22@yahoo.com,9845875722,ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF),571401,Mandya District,Mandya,7BZBSK,locality
karnataka,"GOVT INDUSTRIAL TRAINING INSTITUTE, PARASHURAMAPURA","GOVTITI, Besides Murarji Desai Res School,PARASHUR",gitiprpura@gmail.com,9916463248,FITTER (NSQF) | ELECTRICIAN (NSQF),577301,Shivamogga District,Bhadravati,XIC52P,state
karnataka,"GOVT INDUSTRIAL TRAINING INSTITUTE, RIPPONPETE","GOVT ITI, DODDINAKOPPA, RIPPONPETE",MURTHYVDL65@GMAIL.COM,9449804178,ELECTRICIAN (NSQF) | FITTER (NSQF),582211,Gadag District,Gajendragad,FJDKTP,poi
karnataka,"Govt Industrial training Institute, Yadahalli","Govt ITI Yadahalli, Tq-Mudhol",pplgitiyadahalli@rediffmail.com,8746871067,ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRICIAN (NSQF),587313,Bagalkote District,Mudhol,TF7E42,village
karnataka,"GOVT INDUSTRIAL TRAINING INSTITUTE,ANEKAL NAGARA","Govt. ITI, ANEKAL, A.S.B. GOVT. High School Campu",rvrajendra1963@gmail.com,9141585239,ELECTRICIAN (NSQF) | FITTER (NSQF),562106,Bengaluru Urban District,Anekal,2AKJU1,locality
karnataka,Govt Industrial Training Instutute Gurumitkal,Nazarapur road Gurumitkal Yadgir Taluk,bheemabio@gmail.com,7829327746,ELECTRICIAN (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),585214,Yadgiri District,Gurumitkal,GCIS7X,village
karnataka,GOVT ITI (W) HOSAKEREHALLI,"KEREKODI ROAD, MUNESHWARANAGAR, BANGALORE",gitiwhkh@rediffmail.com,8123681569,DRESS MAKING (NSQF) | ELECTRICIAN (NSQF) | INTERIOR DESIGN & DECORATION (NSQF) | INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF) | MECHANIC CONSUMER ELECTRONICS APPLIANCES (NSQF) | ELECTRONICS MECHANIC (NSQF),560091,Bengaluru Urban District,Bengaluru North,J0MT7T,locality
karnataka,GOVT ITI AFZALPUR(CHOUDAPUR),"Ganagapur Road, choudapur village, Afzalpur-tq",baswarajbk1975@gmail.com,9449513639,"['FITTER (NSQF)', 'MECHANIC (MOTOR VEHICLE) (NSQF)', 'ELECTRONICS MECHANIC (NSQF)', 'TURNER (NSQF)', 'ELECTRICIAN (NSQF)']",585265,Kalaburagi District,Afzalpur,VC8M7U,village
karnataka,GOVT ITI AKKOL,"MAIN BUSSTAND, NADI ROAD, AKKOL TQ:CHIKKODI",govtitiakol@gmail.com,9916004281,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",591211,Belagavi District,Nippani,25565F,village
karnataka,GOVT ITI ALAND,Govt ITI MATAKI ROAD ALAND,gitialand@gmail.com,9901553495,FITTER (NSQF) | ELECTRICIAN (NSQF),585302,Kalaburagi District,Aland,09U8IZ,street
karnataka,Govt ITI Alavandi,At/Post - Alavandi,gitialavandi@gmail.com,9481536001,FITTER (NSQF) | ELECTRICIAN (NSQF),582118,Gadag District,Mundargi,ZE89FQ,state
karnataka,GOVT ITI ANKOLA,"Belabandar,Ankola",gitiankola@rediffmail.com,9480034061,"['MECHANIC DIESEL (NSQF)', 'WELDER (NSQF)', 'FITTER (NSQF)', 'INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE (NSQF)', 'ELECTRICIAN (NSQF)', 'MECHANIC (MOTOR VEHICLE) (NSQF)', 'ELECTRONICS MECHANIC (NSQF)']",581314,Uttara Kannada District,Ankola,9CASVC,subDistrict
karnataka,Govt ITI Athani,"Suvarna Rangamandir, Vijayapura Road, Athani",gitiathani@gmail.com,9481570898,FITTER (NSQF) | ELECTRICIAN (NSQF),586102,Vijayapura District,Vijayapura,S6483P,street
karnataka,GOVT ITI BELUR,"BELUR TALUK, HASSAN DIST.",pradeepm_in2001@yahoo.com,8748865237,MECHANIC (MOTOR VEHICLE) (NSQF) | TURNER (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF),573115,Hassan District,Belur,7KT5AH,subDistrict
karnataka,Govt ITI Bettadapura,Periyapatna Takul,muddannaj@gmail.com,9986474774,ELECTRICIAN (NSQF) | FITTER (NSQF),571102,Mysuru District,Piriyapatna,QZJCIG,village
karnataka,Govt ITI Bhalki,BHALKI,ppjbdr@gmail.com,7795203335,FITTER (NSQF) | ELECTRICIAN (NSQF),585328,Bidar District,Bhalki,Y95DRM,subDistrict
karnataka,GOVT ITI BORANAKANIVE,"Govt ITI, BORANAKANIVE CHIKKANAYAKANAHALLI TQ",gitiboranakanive@gmail.com,9448219939,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)']",572218,Tumakuru District,Chiknayakanhalli,SCE7S4,village
karnataka,GOVT ITI CHAMARAJANAGAR,"GVS BUILDING, B RACHAIAH DOUBLE ROAD , RAMASAMUDRA",govtitichn@gmail.com,9844926725,ELECTRICIAN (NSQF) | FITTER (NSQF),571313,Chamarajanagar District,Chamarajanagar,ROLWOH,street
karnataka,GOVT ITI CHANNAGIRI,Kagatur Road Chennagiri,pplgovtiti.cng@gmail.com,9480133904,"['ELECTRICIAN (NSQF)', 'FITTER (NSQF)']",577213,Davanagere District,Channagiri,BXU75H,city
karnataka,GOVT ITI CHIKKABALLAPUR,"GOVT ITI DIC BUILDING , NANDI ROAD,CHIKKABALLAPUR",rayappa.nh60@gmail.com,9844474154,ELECTRICIAN (NSQF) | FITTER (NSQF),562101,Chikkaballapur District,Chikkaballapura,VYMA2L,district
karnataka,GOVT ITI CHIKODI,NEAR B K COLLEGE ANKALI ROAD CHIKODI TQ.AND DIST,GITICHIKODI@GMAIL.COM,9449308473,ELECTRICIAN (NSQF) | FITTER (NSQF),591213,Belagavi District,Chikodi,6B5EB8,village
karnataka,Govt ITI Chintamani,Govt ITI Chintamani,chintamanigovtiti@gmail.com,6361893997,"['MECHANIC (MOTOR VEHICLE) (NSQF)', 'ELECTRICIAN (NSQF)', 'FITTER (NSQF)', 'ELECTRONICS MECHANIC (NSQF)']",563125,Chikkaballapur District,Chintamani,H4K337,subDistrict
karnataka,Govt ITI Devarayasamudra,Mulbagal Taluk DEVARAYASAMUDRA,pplgitidsm@gmail.com,9448754373,"['FITTER (NSQF)', 'ELECTRICIAN (NSQF)', 'SHEET METAL WORKER (NSQF)', 'WELDER (NSQF)', 'TURNER (NSQF)', 'MACHINIST (NSQF)', 'COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF)']",563127,Kolar District,Mulbagal,FKJGR4,village
